average_rating,cast_1,cast_2,cast_3,cast_4,cast_5,country,director,genres,language,letterboxd_uri,poster_url,runtime,studio,synopsis,title,watched_by,year
4.55,Elijah Wood (Frodo),Ian McKellen (Gandalf),Viggo Mortensen (Aragorn),Sean Astin (Sam),Andy Serkis (Gollum / Smeagol),New Zealand,Peter Jackson,"Action, Fantasy, Adventure",English,https://boxd.it/2b5u,https://a.ltrbxd.com/resized/sm/upload/a7/4r/al/mc/lotr-return-of-the-king-1200-1200-675-675-crop-000000.jpg?v=2a233b4d9f,201,"New Line Cinema, WingNut Films, The Saul Zaentz Company","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",The Lord of the Rings: The Return of the King,"Reid, Zach",2003
3.86,Amanda Seyfried (Sophie Sheridan),Meryl Streep (Donna Sheridan),Pierce Brosnan (Sam Carmichael),Colin Firth (Harry Bright),Stellan Skarsgård (Bill Anderson),Germany,Phyllida Lloyd,"Comedy, Romance",English,https://boxd.it/1Tnq,https://a.ltrbxd.com/resized/sm/upload/sl/5q/v9/0c/mamma-mia-1200-1200-675-675-crop-000000.jpg?v=f65e93f1f8,108,"Littlestar, Playtone, Internationale Filmproduktion Richter",A spirited young bride-to-be living with her single mother on a small Greek island secretly invites three of her mother's ex-boyfriends in hope of finding her biological father to walk her down the aisle.,Mamma Mia!,"Reid, Zach",2008
4.22,Jim Carrey (Truman Burbank),Laura Linney (Meryl Burbank / Hannah Gill),Noah Emmerich (Marlon / Louis Coltrane),Natascha McElhone (Lauren Garland / Sylvia),Holland Taylor (Angela Montclair / Alanis Montclair),USA,Peter Weir,"Comedy, Drama",English,https://boxd.it/18U8,https://a.ltrbxd.com/resized/sm/upload/z0/rf/dt/5l/truman-show-115-1200-1200-675-675-crop-000000.jpg?v=1047828fc6,103,"Paramount Pictures, Scott Rudin Productions","In a picture-perfect seaside town, an insurance salesman begins to realize that his entire existence may be staged and observed by a vast unseen audience as part of a reality TV show.",The Truman Show,"Reid, Zach",1998
4.23,Leonardo DiCaprio (Dom Cobb),Joseph Gordon-Levitt (Arthur),Ken Watanabe (Saito),Tom Hardy (Eames),Elliot Page (Ariadne),UK,Christopher Nolan,"Action, Adventure, Science Fiction",English,https://boxd.it/1skk,https://a.ltrbxd.com/resized/sm/upload/vi/ms/z2/gw/inception-1200-1200-675-675-crop-000000.jpg?v=7e41f271da,148,"Legendary Pictures, Syncopy, Warner Bros. Pictures","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",Inception,"Reid, Zach",2010
4.02,Robert Pattinson (Bruce Wayne / The Batman),Zoë Kravitz (Selina Kyle),Jeffrey Wright (Lt. James Gordon),Colin Farrell (Oz / The Penguin),Paul Dano (The Riddler),USA,Matt Reeves,"Crime, Mystery, Thriller",English,https://boxd.it/eDGs,https://a.ltrbxd.com/resized/sm/upload/h1/on/1p/hg/the-batman-1200-1200-675-675-crop-000000.jpg?v=1f59052f03,177,"6th & Idaho Motion Picture Company, Dylan Clark Productions, DC Films, Warner Bros. Pictures","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",The Batman,"Reid, Zach",2022
4.40,Shameik Moore (Miles Morales (voice)),Hailee Steinfeld (Gwen Stacy (voice)),Brian Tyree Henry (Jeff Morales (voice)),Luna Lauren Vélez (Rio Morales (voice)),Jake Johnson (Peter B. Parker (voice)),USA,"Justin K. Thompson, Kemp Powers et al","Animation, Science Fiction, Adventure, Action",English,https://boxd.it/kSz4,https://a.ltrbxd.com/resized/sm/upload/22/gj/k3/ql/spider-verse-1200-1200-675-675-crop-000000.jpg?v=259dfdc695,140,"Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions, Marvel Entertainment","After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",Spider-Man: Across the Spider-Verse,"Reid, Zach",2023
4.19,Leonardo DiCaprio (Teddy Daniels),Mark Ruffalo (Chuck Aule),Ben Kingsley (Dr. Cawley),Max von Sydow (Dr. Naehring),Michelle Williams (Dolores),USA,Martin Scorsese,"Mystery, Drama, Thriller",English,https://boxd.it/1U82,https://a.ltrbxd.com/resized/sm/upload/c7/ui/a9/mt/shutter2-1200-1200-675-675-crop-000000.jpg?v=47a62ede7e,138,"Paramount Pictures, Phoenix Pictures, Sikelia Productions, Appian Way","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",Shutter Island,"Reid, Zach",2010
4.14,Amy Adams (Louise Banks),Jeremy Renner (Ian Donnelly),Forest Whitaker (Colonel Weber),Michael Stuhlbarg (Agent Halpern),Mark O'Brien (Captain Marks),USA,Denis Villeneuve,"Mystery, Science Fiction, Drama",English,https://boxd.it/aNGk,https://a.ltrbxd.com/resized/sm/upload/oa/m7/ho/3a/arrival-2016-1200-1200-675-675-crop-000000.jpg?v=a5173b53c7,116,"FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment","Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",Arrival,"Reid, Zach",2016
4.33,Jamie Foxx (Django Freeman),Christoph Waltz (Dr. King Schultz),Leonardo DiCaprio (Calvin J. Candie),Kerry Washington (Broomhilda von Shaft),Samuel L. Jackson (Stephen),USA,Quentin Tarantino,"Drama, Western",English,https://boxd.it/2cCk,https://a.ltrbxd.com/resized/sm/upload/ke/2v/n9/i6/django-unchained-1200-1200-675-675-crop-000000.jpg?v=a67979b487,165,"The Weinstein Company, Columbia Pictures","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",Django Unchained,"Reid, Zach",2012
4.40,Mark Hamill (Luke Skywalker),Harrison Ford (Han Solo),Carrie Fisher (Princess Leia),Billy Dee Williams (Lando Calrissian),Anthony Daniels (C-3PO),USA,Irvin Kershner,"Science Fiction, Adventure, Action",English,https://boxd.it/27Vw,https://a.ltrbxd.com/resized/sm/upload/jk/3n/bz/8z/empire-strikes-back-1200-1200-675-675-crop-000000.jpg?v=76ea8051bf,124,Lucasfilm Ltd.,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",The Empire Strikes Back,"Reid, Zach",1980
3.94,Jennifer Lawrence (Katniss Everdeen),Josh Hutcherson (Peeta Mellark),Liam Hemsworth (Gale Hawthorne),Woody Harrelson (Haymitch Abernathy),Elizabeth Banks (Effie Trinket),USA,Francis Lawrence,"Science Fiction, Adventure, Action",English,https://boxd.it/3sAw,https://a.ltrbxd.com/resized/sm/upload/1k/es/ex/gh/the-hunger-games-catching-fire-1200-1200-675-675-crop-000000.jpg?v=2a382b9b21,146,"Lionsgate, Color Force","After surviving the Hunger Games, Katniss and Peeta struggle with the consequences of their victory as unrest spreads across Panem. Forced back into the spotlight, they become symbols of hope and resistance while the Capitol prepares a new and deadly challenge that will change the future of the nation forever.",The Hunger Games: Catching Fire,"Reid, Zach",2013
4.05,Mandy Moore (Rapunzel (voice)),Zachary Levi (Flynn Rider (voice)),Donna Murphy (Mother Gothel (voice)),Ron Perlman (Stabbington Brother (voice)),M.C. Gainey (Captain of the Guard (voice)),USA,"Byron Howard, Nathan Greno","Family, Adventure, Animation",English,https://boxd.it/15gO,https://a.ltrbxd.com/resized/sm/upload/73/b1/na/x9/tangled-130-1200-1200-675-675-crop-000000.jpg?v=36c0db7843,100,"Walt Disney Animation Studios, Walt Disney Pictures","Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",Tangled,"Reid, Zach",2010
4.23,Patton Oswalt (Remy (voice)),Ian Holm (Skinner (voice)),Lou Romano (Linguini (voice)),Brian Dennehy (Django (voice)),Peter Sohn (Emile (voice)),USA,Brad Bird,"Family, Fantasy, Animation, Comedy",English,https://boxd.it/27ww,https://a.ltrbxd.com/resized/sm/upload/do/wf/l1/ff/ratatouille-120-1200-1200-675-675-crop-000000.jpg?v=af61653b74,111,Pixar,"Remy, a rat, possesses a palate far more refined than that of his fellow comrades. He dreams of becoming a chef, one who creates rather than scavenges. When fate deposits him in the sewers beneath one of Paris’s most famous restaurants, he finds himself ideally placed to fulfill his dream. Forming an unusual alliance with a hapless young kitchen worker, Remy begins a daring culinary double life. As Remy pursues his vision, he must navigate the suspicions of the calculating Head Chef Skinner, the disapproval of Remy’s own colony, and the foreboding presence of renowned food critic Anton Ego, who strikes fear in the hearts of chefs all throughout France.",Ratatouille,"Reid, Zach",2007
4.18,Keanu Reeves (Neo),Laurence Fishburne (Morpheus),Carrie-Anne Moss (Trinity),Hugo Weaving (Agent Smith),Gloria Foster (Oracle),USA,"Lana Wachowski, Lilly Wachowski","Science Fiction, Action",English,https://boxd.it/2a1m,https://a.ltrbxd.com/resized/sm/upload/o3/er/ey/ie/matrix-1200-1200-675-675-crop-000000.jpg?v=eea86a2195,136,"Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",The Matrix,"Reid, Zach",1999
4.14,Jay Baruchel (Hiccup (voice)),Gerard Butler (Stoick (voice)),Craig Ferguson (Gobber (voice)),America Ferrera (Astrid (voice)),Jonah Hill (Snotlout (voice)),USA,"Dean DeBlois, Chris Sanders","Fantasy, Family, Adventure, Animation",English,https://boxd.it/1WRy,https://a.ltrbxd.com/resized/sm/upload/xm/yg/qr/pw/how-to-train-10-1200-1200-675-675-crop-000000.jpg?v=302fab52e6,98,DreamWorks Animation,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",How to Train Your Dragon,"Reid, Zach",2010
3.96,Daniel Craig (Benoit Blanc),Chris Evans (Ransom Drysdale),Ana de Armas (Marta Cabrera),Jamie Lee Curtis (Linda Drysdale),Michael Shannon (Walt Thrombey),USA,Rian Johnson,"Mystery, Comedy, Crime",English,https://boxd.it/jWEA,https://a.ltrbxd.com/resized/sm/upload/43/tv/iw/76/knives-out-1200-1200-675-675-crop-000000.jpg?v=355ba0f034,131,"MRC, T-Street","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",Knives Out,"Reid, Zach",2019
3.70,Ansel Elgort (Baby),Kevin Spacey (Doc),Lily James (Debora),Jon Hamm (Buddy),Jamie Foxx (Bats),UK,Edgar Wright,"Crime, Action",English,https://boxd.it/bhF2,https://a.ltrbxd.com/resized/sm/upload/i8/h2/et/9l/baby-driver-1200-1200-675-675-crop-000000.jpg?v=a786173318,113,"Big Talk Studios, Working Title Films (US), MRC","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",Baby Driver,"Reid, Zach",2017
4.18,Russell Crowe (Maximus),Joaquin Phoenix (Commodus),Connie Nielsen (Lucilla),Oliver Reed (Proximo),Richard Harris (Marcus Aurelius),UK,Ridley Scott,"Action, Adventure, Drama",English,https://boxd.it/2b9m,https://a.ltrbxd.com/resized/sm/upload/mz/f2/14/6l/gladiator-1200-1200-675-675-crop-000000.jpg?v=8c7e0ad2bc,155,"Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, DreamWorks Pictures","After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",Gladiator,"Reid, Zach",2000
4.12,Mike Myers (Shrek (voice)),Eddie Murphy (Donkey (voice)),Cameron Diaz (Princess Fiona (voice)),Julie Andrews (Queen Lillian (voice)),Antonio Banderas (Puss in Boots (voice)),USA,"Andrew Adamson, Kelly Asbury et al","Romance, Family, Comedy, Animation, Fantasy",English,https://boxd.it/29z8,https://a.ltrbxd.com/resized/sm/upload/b2/i4/ji/hg/shrek-2-1200-1200-675-675-crop-000000.jpg?v=5cbec1e1bc,92,"DreamWorks Animation, Pacific Data Images","Happily ever after never seemed so far far away when a trip to meet the in-laws turns into a hilariously twisted adventure for Shrek and Fiona. With the help of his faithful Donkey, Shrek takes on a potion-brewing Fairy Godmother, the pompous Prince Charming, and the ogre-killer, Puss In Boots.",Shrek 2,"Reid, Zach",2004
4.43,Elijah Wood (Frodo),Ian McKellen (Gandalf),Viggo Mortensen (Aragorn),Sean Astin (Sam),Andy Serkis (Gollum),New Zealand,Peter Jackson,"Action, Fantasy, Adventure",English,https://boxd.it/2b5E,https://a.ltrbxd.com/resized/sm/upload/l5/j6/zw/ib/lotr-the-two-towers-1200-1200-675-675-crop-000000.jpg?v=c3ae1188ea,179,"New Line Cinema, WingNut Films, The Saul Zaentz Company","Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",The Lord of the Rings: The Two Towers,"Reid, Zach",2002
3.77,Christian Bale (Patrick Bateman),Justin Theroux (Timothy Bryce),Josh Lucas (Craig McDermott),Bill Sage (David Van Patten),Chloë Sevigny (Jean),Canada,Mary Harron,"Crime, Drama, Thriller, Horror",English,https://boxd.it/28Vs,https://a.ltrbxd.com/resized/sm/upload/tr/kl/dj/zi/american-psycho-1200-1200-675-675-crop-000000.jpg?v=59e7d630d5,102,"Lionsgate, Pressman Film, Muse Productions, Christian Halsey Solomon Productions","A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",American Psycho,"Reid, Zach",2000
4.16,Tom Hardy (Max Rockatansky),Charlize Theron (Imperator Furiosa),Nicholas Hoult (Nux),Hugh Keays-Byrne (Immortan Joe),Josh Helman (Slit),Australia,George Miller,"Science Fiction, Adventure, Action",English,https://boxd.it/2DjO,https://a.ltrbxd.com/resized/sm/upload/50/tw/wa/80/mad-max-fury-road-1200-1200-675-675-crop-000000.jpg?v=1a543f4e46,121,"Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, RatPac Entertainment","An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",Mad Max: Fury Road,"Reid, Zach",2015
